text_a1,binary_annotation_a1,binary_annotation_a2,binary_annotation_a3
"# ImagendelDía 📸 | El ocelote es una especie de mamífero carnívoro de la la familia Felidae.​ Se encuentra ampliamente distribuido en América , principalmente en ambientes tropicales . Mide entre 68 y 100 cm y pesa de 8 a 16 kg . https://t.co/oXpW2zuM9z",0,0,0
" Brook Taylor fue un matemático inglés . Cultivó la física , la música y la pintura . Pertenecía a un círculo de discípulos de Newton , y se dio a conocer en 1708 al presentar un trabajo sobre los centros de oscilación .",1,1,1
"¡ Nuevo video ! ¿ Tienes que ser un genio para aprender   idiomas ? ¿ Solo los bebés pueden aprender varios idiomas ? 

 https://t.co/3CNaSSL2lj 

 # Curiosamente # Idiomas # Lenguas # Políglota Ciencia # Gramática # Vocabulario # Mnemotecnias # Duolingo",0,0,0
"Entonces , aunque el Sol , la Luna y la Tierra , vistos desde cierto ángulo , formen una línea recta , si los vemos , digamos , de perfil , nos damos cuenta de que la sombra de la luna no necesariamente se proyecta sobre la Tierra . https://t.co/LydRacocj2",1,0,0
"¡ Llega la Semana Internacional del Cerebro 2023 ! 🧠 

 Descubre   los avances y beneficios de su investigación y aprende cómo cuidarlo . 

 Diviértete con las actividades que @UniversumMuseo para ti y # despiertatusneuronas : 
 https://t.co/WA0HM8fRza https://t.co/yUk5pPwfwN",0,0,0
"Hoy , 28 de septiembre , es el Día Internacional de la Cultura Científica . El día se eligió para conmemorar la primera transmisión por televisión del programa "" Cosmos "" del astrónomo Carl Sagan . Era 1980 . https://t.co/fP2HVQEDMu",0,0,0
# ImagendelDía  | La araña violinista es una especie nocturna perteneciente a la familia Sicariidae . Suele esconderse en rincones de difícil acceso . Es considerada como la más peligrosa ya que su mordedura produce frecuentemente reacciones sistémicas severas e incluso la muerte . https://t.co/3le7xyImyS,1,1,1
"Una de las principales causas de este trastorno obedece a factores genéticos y otras condiciones que inciden , tales como Síndrome de Down , nacimiento prematuro , trastorno del espectro autista . 

 Aquí lo que sabemos del autismo 👇 

 https://t.co/mdv2btMYy7",0,0,0
"¿ Te imaginas no poder ver las estrellas a simple vista ? 
 
 Este mes , # UNAMirada de @Ciencia_UNAM , nos explica más sobre "" ¿ Por qué es importante cuidar los cielos oscuros ? "" https://t.co/enY4mkfJCr",1,0,0
""" Nave espacial de la NASA impactará intencionalmente un asteroide "" , comentó en entrevista el astrónomo Joel Castro . https://t.co/XaDVSoiYMr",0,0,0
"# BasuraEspacial un peligro no sólo para los satélites artificiales , también para los astronautas de la Estación Espacial Internacional 😲 # CómoVes 

 Conoce más del tema aquí 👉 https://t.co/0YpoyzMtvr https://t.co/xPixSlT0z5",0,0,0
"Consulta el artículo "" El malentendido de los aerosoles "" Por Gerardo Gálvez Correa . Una mala interpretación de un estudio científico moldeó nuestro entendimiento de las infecciones respiratorias y retrasó el uso cubrebocas . https://t.co/Q1bWZcGjRi 
 # cvlasmejoreshistoriasdeciencia https://t.co/zsuxrKeG7l",0,0,0
"Anillos de Saturno , hechos de trozos de hielo y roca . https://t.co/PmzSyJGTNU",1,1,1
"¿ Y qué pasa cuando la estás pasando bien ? 
  Cuando experimentamos cosas nuevas nuestro cerebro se tiene que concentrar en muchos estímulos a la vez … dejamos de pensar en el tiempo y éste ¡ se va volando !",1,0,1
"Y esto nos ayuda a entender de qué está conformado el universo . Es decir , a qué se debe esta expansión , que es una de las incógnitas más interesantes y que más dolores de cabeza causan a los cosmólogos y cosmólogas de la actualidad : la Energía Oscura .",1,1,1
Diseño computarizado de una célula de cáncer dividiéndose 🩸 🧬 🔬 https://t.co/N0wbYMjxFe,0,0,0
"# UNAMiradaalaCiencia | Este mes de noviembre analizamos lo que hemos aprendido sobre el # VIH en 40 años .  
  Descarga el cartel mensual  https://t.co/0NFEBKHIR5 https://t.co/1r8Kq0QLE9",1,0,0
¿ Cómo armar un telescopio ? https://t.co/bwJMxMlHZk a través de @YouTube,0,0,0
"Recordando a las pioneras ocultas : Las mujeres científicas ignoradas en la historia 

 Hoy te voy a platicar un poco sobre Marianne Grunberg-Manago 🧬 considerada pionera en el campo de la biología celular y la genética 🧵 👇 https://t.co/zWrSFeSRTd",1,0,0
Terapia electrica : ¿ Cuál es su objetivo ? ¿ Realmente funciona ? # CómoVes https://t.co/tYI6YuzRP3 https://t.co/oKQzkKAWXM,0,0,0
Con imágenes de la sonda espacial Juno se realizó este video con acercamientos a la luna Ganímedes y el planeta Júpiter . https://t.co/NOvSjhnqbX a través de @YouTube,0,0,0
"⚠ ️ Nos vemos hoy para hablar y ver el Universo en tres dimensiones . 
 ⚠ ️ Evento gratuito con cupo limitado . 
 ⚠ ️ Entrega de boletos a partir de las 5:30 pm . 
 ⚠ ️ Habrá regalos y observación astronómica cortesía de la Sociedad Astronómica de la Facultad de Ingeniería de la UNAM . https://t.co/TNuwFp4s60",0,0,0
"Charles Darwin nació # UnDíaComoHoy . 🐍 🦋 🕷 🐸 🐵 🐤 🐦 🐢 🦚 🌵 🌳 🌲 

 ¿ Cuáles eran las evidencias con las que contaba Darwin ? Godfrey Guillaumin nos lo cuenta en este artículo 👉 👉 👉 https://t.co/coc1jBsJtp 

 # CienciaAMC https://t.co/8YNb5F6M3Z",0,0,0
"Mientras tanto , la erupción en Cumbre Vieja ( en las Islas Canarias ) sigue generando un abundante flujo de lava que sigue destruyendo hogares y plantaciones en la Isla de La Palma : https://t.co/XIePAE8VBN",0,0,0
¡ La primera imagen del agujero negro supermasivo del centro de nuestra galaxia ! Sagitario A * https://t.co/zQib0Yf933,1,0,0
Los planetas “ dulce de algodón ” tienen densidad similar a la de este dulce . Están compuestos principalmente de hidrógeno y helio . Orbitan alrededor de Kepler-51 . Dada la proximidad a su estrella se evaporarán parcialmente y se convertirán en mundos como Neptuno . ( NASA ) https://t.co/JiLRZ5f6wI,1,1,1
"El cohete Starship de Space X hoy tuvo otro despegue certero . Se elevó 150 metros , a este paso pronto se podrán realizar viajes más lejanos y algún día con tripulación . ( Universe Today ) https://t.co/YuM1tJ5MnY",0,0,0
"😱 👉 Con la idea que Gauss utilizó a sus 10 años de edad se puede deducir una fórmula para obtener la suma de los primeros n enteros . ¡ NO TE LO PIERDAS ! 
 https://t.co/eLYxtw9XGp https://t.co/0j4EyDjCs1",0,0,0
"Durante este tiempo se mide su luminosidad todos los días y se ve cuándo brilla más y cómo su brillo va menguando a lo largo de los días . Esta medición se llama "" curva de luz "" . 
 ¿ Pero por qué nos sirven para medir la expansión del Universo ?",0,0,1
"Para los abuelitos y papás con niños pequeños en cuarentena va la explicación de la cinta de Moebius en “ Quantos de Ciencia ” 
 https://t.co/DECjwSwjY8 https://t.co/MOhU4Efsk5",1,0,0
📐 La escala es la razón que existe entre dos cantidades o magnitudes .,0,0,1
"Es como si solo tuvieras 93 tipos diferentes de piezas de Lego y con ellas pudieras armar todo el universo . Y no creas que la cantidad de cada tipo de piezas es más o menos igual : en el universo , el 73% de los átomos son de hidrógeno , 25% de helio y",0,1,1
"Pero te podemos explicar más a detalle en nuestro arácnido video de estreno . 👇 

 ¿ Las arañas tienen cabeza ? 🕷 
 https://t.co/6FPqFJ2QAz",1,0,1
" # UnDíaComoHoy , pero de 1953 se publicó el artículo en el que se dió a conocer la estructura de doble hélice del ADN .  

  Conoce más sobre la historia de esta molécula en este artículo  https://t.co/LZD0u7eT6B 

  # CienciaAMC # DíaDelADN https://t.co/hMxG5hCfVr",1,1,1
"Nebulosa de emisión IC1396 , una región de formación estelar que muestra claramente gas brillante y nubes oscuras de polvo . 
 Crédito de la imagen : César Cantú 
 # astrocolors https://t.co/d5UUHXe3zr",1,0,1
"¿ Cuáles son los efectos de la contaminación lumínica en nuestro planeta ? 🌃 

 # SpaceConCiencia 🎙 ️ enciende micrófonos con @AleSomnologa y @AstroBuqui para abordar esta y más preguntas . 

 ¡ Dale play ! 
 https://t.co/3CVqSGbVaj",1,0,1
"Los nuevos trajes para el proyecto Artemisa de exploración lunar tienen mucha ventajas respecto de los anteriores , están diseñados para ser adecuarse a las mujeres , son más flexibles , permiten arrodillarse , poseen lámparas , son fáciles de poner.(NASA ) https://t.co/wOulmfomnG",0,0,0
"¡ Aprecio tu consulta , @catsupfeliz ! Efectivamente es un arácnido , pero no una araña . Pertenece al orden # Solifugae , familia # Eremobatidae . Carecen de veneno y no se consideran de importancia médica # NIM ✅ Se les conoce como solifugos . Saludos ºOOº https://t.co/EpZeAWJ2Qk",1,0,0
"Te has preguntado ¿ cuál es tu origen genético ? 🤔 ¿ si los papás de los papás de mis papás tenían ojos azules , eso me hace europeo ? https://t.co/dVZZFOcI77",0,0,0
"La portada del "" Unknown Pleasures "" de @joydivision muestra gráficas del púlsar CP1919 ( tomada de la Enciclopedia de Astronomía de Cambridge , pero mucho tiempo se atribuyó a la revolucionaria tesis doctoral de Jocelyn Bell-Burnell . # astro # rock @stroATC https://t.co/M3JZFDZv3A",0,0,0
"¡ Al infinito y más allá !  

  Buzz # Lightyear    , uno de nuestros juguetes favoritos , surgió pensando en el Ing. Buzz Aldrin . 
  ¡ Este astronauta estuvo en la Luna y hasta se tomó la primera selfie espacial ! 

  # RedescubreLaCiencia con el piloto del espacio que inspiró la pantalla grande . https://t.co/xDa9tZUdLs",1,0,1
Se espera poder analizar el interior de una estrella cuando esté a punto de estallar como supernova con los nuevos detectores de ondas gravitacionales . ( Universe Today ) https://t.co/ZAHbNgMIKF,0,0,1
Escuche / descargue ( MP3 ) 21/07/01 La Prueba de Hawking . Gracias por su apoyo a El Explicador : https://t.co/Bxam16ncUg y https://t.co/aps3voGOfT. Suscribase ! !,1,0,0
"Finalizamos con la Dra. Mónica Blanco , quien dirige el proyecto Cieloscuro ciencia .  

  Durante todo febrero , realizamos la campaña # DIVULGASTEAM para visibilizar a divulgadoras de Latinoamérica , en el marco del Día Internacional de la Niña y la Mujer en la ciencia .   

  # 11f2023 https://t.co/z5PcTGi273",1,0,0
“ neuronas espejo ” que se activan en un individuo cuando ve que otro está realizando alguna acción ¡ como si la estuviera realizando él mismo ! Estas neuronas parecen ser importantes para aprender nuevas habilidades por imitación y también para entender la conducta de otros .,1,1,1
"# AmbienteyNaturaleza | Durante esta época es normal utilizar el musgo como decoración , pero extraerlo de su hábitat les afecta porque su crecimiento se mide en apenas un milímetro por año , por ello es más propenso extinguirse 🌿 😯 🌿 

 # CelebraConCiencia 
 https://t.co/DxL1BQX3nw",1,0,0
Con el radio telescopio sud africano MeerKAT se generó la imagen de la radio galaxia IC 4296 . En el núcleo de la galaxia existe un hoyo negro super masivo que atrapa materia circundante . Esta radia produciendo los radio lóbulos . ( NRAO / AUI / INSF ) https://t.co/2SHXon3e7 G,1,0,1
"¿ Y , cuánto dura un año en otros planetas ? 

 Te esperamos en # UniversoAcústico para enamorarte de los misterios más alla de nuestra Tierra 🚀 

 👉 https://t.co/wnhydlGUYt https://t.co/CD5BqS51TQ",0,0,0
"Después de esto pretendía realizar el trasplante con el voluntario Valery Spiridonov , quien sufre de una forma de atrofia muscular espinal , pero su voluntario ha decidido cambiar de idea y no someterse al trasplante . ¡ Y con razón !",0,0,0
"A propósito de la muerte de estrellas . En esta época ya es posible observar la Nebulosa del Anillo en la constelación de Lyra . En el telescopio se asemeja a una estrella desenfocada ( ver img ) . Si te encuentras en México , búscala después de las 11:00 PM , cerca de la estrella Vega . https://t.co/xOzXFly5Di",1,1,1
Su trabajo ha sido fundamental para el avance en la comprensión de la estructura y función del ADN y ha tenido un impacto significativo en el campo de la biología y la medicina 🤩 https://t.co/foMYBwdcw0,1,0,0
Investigadores europeos han logrado extraer oxígeno de suelo Lunar mediante corriente eléctrica . Es muy importante no sólo para la respiración de las misiones tripuladas sino también para contar con parte del combustible para regresar a la Tierra . ( ESA ),1,0,0
"# AmbienteyNaturaleza | Vivimos una crisis ambiental que pocos son capaces de entender y el ecólogo José Sarukhán toma la decisión de dedicar más tiempo a comunicarlo con base en el conocimiento . 🌳 # EmergenciaAmbiental 
 https://t.co/q1c6JLGfpo",0,0,0
La divulgación científica también es una vía de profesionalización para las careras STEAM . 😊 https://t.co/sOHcfwSYW4,1,0,0
"TIERRA 
 Aquí “ nada más ” llueve el líquido vital más importante : el agua . 🌧 https://t.co/hiPdLEiJJT",1,0,0
El telescopio Webb ya recorrió el 97% de su trayectoria hasta L2 . La imagen muestra la parte posterior de cada uno de los segmentos del espejo primario que ya se colocarón en su sitio . La estructura permite aligerar el peso y colocar actuadores para el posicionamiento fino.(NASA ) https://t.co/1UFxvvJ5zV,1,0,1
"Investigadores de la Universidad Estatal de Washington encontraron que uno de los factores positivos para vivir muchos años es ¡ tener vecinos de distintas edades ! 
 👶 👧 🧒 👱 ‍ ♀ ️ 👩 👨 👨 ‍ 🦳 👩 ‍ 🦳 👴 #CómoVes 

 Encuentra esta y otras noticias en la sección # Ráfagas 
 👉 https://t.co/3cUwMNpiVL 👈 https://t.co/5OasGQtjgl",0,0,0
"Maria Skłodowska-Curie murió de anemia aplásica # UnDíaComoHoy , pero de 1934 como resultado de años de exposición a la radiación a través de su trabajo . 😢 

 Incluso hoy su cuaderno de laboratorio 👇 de 1899-1902 es radiactivo y lo será por 1,500 años . 😮 

 https://t.co/268zDY5sDZ https://t.co/uzE36C3pG6",0,0,0
En Australia se está analizando el veneno letal de los escorpiones para obtener sustancias capaces de encoger tumores malignos del cerebro . ( Mother Nature / wisawa222 ) https://t.co/UhELwWr9jT,0,0,0
"🧐 El matemático Colin Maclaurin ingresó a la Universidad de Glasgow a los 11 años y , a los 15 obtuvo su maestría con una tesis sobre la gravedad .",0,0,0
"El dinosaurio “ Ambopteryx logibrachium ” planeaba en lugar de volar , entre ramas de distinto árboles . Sus alas eran menbranas , no contenían plumas . ( Science News ) https://t.co/reTDQEIW3J",0,0,0
"Muchos estudios de gelotología ( la ciencia de la risa ) han demostrado que reír con frecuencia mejora la circulación sanguínea y reduce el riesgo de afecciones cardiovasculares . Además , sirve como anestésico numerosos estudios relacionan la risa con una mayor tolerancia al dolor .",1,0,1
"# UnDíaComoHoy nació Erwin Schrödinger , ganador del Nobel de Física en 1933 . 

 Además de hacer grandes contribuciones en los campos de la mecánica cuántica y la termodinámica , escribió el libro "" ¿ Qué es la vida ? "" . 

 + de la relación física / biología 👉 https://t.co/5gDPgsqxvS https://t.co/frnGr3Cvdm",1,0,0
"# Universo | ¡ Estamos en la era del turismo espacial ! ¿ Viajarías fuera de la Tierra ? 🚀 # humanspaceflightday 
 https://t.co/8CjqfKEvEr",1,1,0
"La Palma tiene más de 2.400 metros de altitud , sin embargo , bajo mar posee 3.000 metros . Lo que se entiende como a la isla una punta de iceberg . 

 Para el 18 de octubre se llegaron a registrar 101 sismos en la zona afectada por la erupción .",0,0,0
"Esta galaxia espiral , NGC 7513 se encuentra a 60 millones de años luz de la Tierra . Se aleja a 1564 km / seg de nosotros debido a la expansión del universo . ( NASA ) https://t.co/TaLERf0M7n",1,0,0
" ¿ Se pueden predecir los deslizamientos de laderas ? 

  Acompáñanos mañana a conversar en esta sesión de # CharlasConAutores . 

   Consulta en este enlace el artículo : https://t.co/HvXlQH3w0 t 
   Transmitimos por Twitter y Youtube : https://t.co/DxoHKiD5c2 
  # CienciaAMC https://t.co/r6ntFnQZ7a",1,0,0
"Juntos desarrollaron la idea de la Tierra como un sistema autoorganizado . A esta hipótesis le pusieron el nombre de # GAIA , la diosa griega primordial que personifica la Tierra , también conocida como Gea .",1,0,0
"Hace 184 años se presentó ante la Sociedad Linneana de Londres la teoría de evolución de las especies por medio de la selección natural de Darwin y Wallace . 🐵 🦋 🐢 🦎 🌵 🌲 🌴 🍄 

 🏵 ️ Conoce más sobre las evidencias de la teoría de la # evolución : https://t.co/4ogGGuv1jo 

 # CienciaAMC https://t.co/lWP3GOGUhV",0,0,0
"En un estudio reciente publicado en Astrophysical Journal Letters , los científicos anuncian que por primera vez se ha confirmado la existencia de un protocúmulo de siete galaxias .",0,0,0
"En estas imágenes de la nebulosa planetaria del Anillo del Sur , @NASAWebb muestra una estrella moribunda cubierta por polvo y capas de luz . https://t.co/mRQADC6Gjq",1,1,1
Las arañas son artrópodos al igual que los insectos y estos últimos claramente tienen una cabeza . ¿ Entonces por qué las arañas no la tienen ? 🤔,0,0,0
Hoy es el día internacional del   número pi . Es una constante aunque tiene un número infinito de dígitos después del punto decimal . Hasta ahora se sólo se han registrado 13 400 000 000 de dígitos . ( Live Science ) https://t.co/wjpTkhkl76,0,0,0
🙌 La fórmula para la solución de una ecuación cuadrática es : x = ( – b ± √(b² – 4ac))/(2a ) .,0,0,0
"# UnDíaComoHoy nació Galileo Galilei , quien observó los anillos de Saturno . 🔭 🔭 🔭 

 Conoce más de su vida en nuestro artículo 👉 https://t.co/Y3AXqadfFs 

 # CienciaAMC # Astronomía https://t.co/9AXo1mwibV",1,1,1
El Gran Telescopio Milimétrico ( el mayor de su tipo en el mundo ) se encuentra en México . Este telescopio participó en forma brillante en la integración del EVENT HORIZON TELESCOPE usado para ver el pozo negro en el centro de nuestra galaxia : https://t.co/a9QnPg9HIc,1,0,0
" ¿ Cómo se ve el Universo en 3D ?  
  Con estas simulaciones descubrirás increíbles detalles de galaxias , estrellas y planetas . 
  Nos vemos HOY en punto de las 6 pm ⏰ 
   FACEBOOK LIVE / astronomiaunam  https://t.co/T9RBDW8Qn1",0,0,0
"😲 😲 En el papiro de Rhind ( 1650 a.e.c . ) , aparece que π = ( 4/3)^4 ≈ 3.1604 .",0,0,0
 Las fracciones provocaban graves dolores de cabeza a los egipcios . En diversos períodos utilizaron varias notaciones diferentes para fracciones .,1,1,1
La NASA ya obtuvo un nuevo mapa geológico de la Luna . Las zonas en rosa son las depresiones cubiertas de lava . Las azules son las más elevadas . La cara más clara es la que no vemos desde la Tierra . Es el resultado de sumar mapas parciales que comenzaron a generarse ¡ hace 50 años ! https://t.co/NxUaLEJWMK,1,0,0
Transferir imágenes a la Tierra consume tiempo y recursos importantes . Mientras que los orbitadores marcianos pueden transferir informacióna una velocidad de 2 megabits por segundo ; las antenas de Perseverance alcanzan una velocidad de transferencia de entre 800 y 3000 bits / s,1,0,0
"Siempre es un gusto poder ayudar y más tratándose de mi querida @Fungi_Cosas    

  La convivencia humanos / arácnidos es más común de lo que pensamos ( y muchas veces desapercibida ) . 

  Conozcamos más de estos increíbles animales , todos juegan un papel importante para el entorno ºOOº https://t.co/b7CjRNcxPs",1,0,1
Nace vaca con 5 patas https://t.co/jxjxZPP0oK,0,0,0
"Analizando cómo las galaxias pequeñas se integran a las más grandes se puede estimar la cantidad de “ materias oscura ” que contienen , materia que no absorbe , emite ni refleja la radiación . ( Universe Today ) https://t.co/76e7AUb5OW",1,0,0
"31/35 
 La civilización humana según las escala de Kardashov está calificada como 0.87 , la hipótesis es planteada el avance tecnológico de una civilización . Estamos en un punto de posible extinción , a esto se llama el gran filtro , que extinguiría civilizaciones antes de ser Tipo I https://t.co/7n7J1nSH5P",1,0,0
"¿ Qué sucede en el cerebro de las y los adolescentes ? Durante esta etapa se completa el desarrollo de la corteza prefrontal , donde tienen lugar las funciones cognitivas más complejas 🧠 🧠 🧠 # CrecerConCiencia https://t.co/tXP4vdPOCc",0,0,0
"El hoyo negro super masivo resultado de la fusión de tres galaxias posee 3 veces más materia que las cien mil millones de estrellas que forman nuestra galaxia , la Vía Láctea . Está a diez mil millones de años luz de distancia . ( NASA ) https://t.co/gFaziKGcIv",1,0,1
# ImagendelDía 📸 | El arácnido Amblypygi vive en la selva húmeda y en zonas desérticas y semidesérticas . No es venenoso . La gente comúnmente le llama “ araña látigo ” o “ araña corazón . ” https://t.co/AuagOsv7N3,0,0,1
"👉 Hace 180 años # Neptuno fue descubierto . 
 🤓 Fue el primer planeta descubierto por predicciones matemáticas . 
 🌀 Descubre más datos interesantes en esta # Infografía # Neptuno # NDE2021 https://t.co/sGvXEdGQZI",0,0,0
"📐 Un ángulo es la abertura comprendida entre 2 semirrectas que tienen un punto en común , llamado vértice .",0,0,0
"Leonardo da Vinci fue probablemente la primera persona en entender el funcionamiento de la gravedad , más de un siglo antes que Galileo : https://t.co/x9n3d7TdqN",0,0,0
"El proyecto SLOAN tiene como propósito realizar un mapa de la Galaxia ,   galaxias vecinas como la de Andrómeda , así como un conjunto importante de cuasares . ( Carnegie / Science ) https://t.co/mCbemGMP7q",1,0,1
"Descubre qué posibilidades hay de que civilizaciones se hayan desarrollado en otro rincón del Universo y las dificultades que involucraría una comunicación entre nuestras sociedades en un universo tan vasto . 🚀 🪐 
 Te esperamos en @CaDistancia por -&gt ; https://t.co/AsqmvCEtiO https://t.co/QlzxsuSakn",0,0,0
"# ImagendelDía 📸 | Ésta es la foto de más alta resolución que la misión # Juno ha tomado de un área específica de la luna de Júpiter , Europa . https://t.co/JIthJ0ut63",0,0,0
"2 . La luz del Sol llega a la atmósfera de la Tierra , que actúa como una lupa que desvía la luz y la manda hasta la Luna . El espesor de la atmósfera terrestre , sumado a partículas de polvo , arena , cenizas volcánicas , entre otros , absorben la luz azul , verde y amarilla del astro … https://t.co/wN1GryGZoT",1,1,0
"En 2022 la NASA lanzará la sonda Psyche para analizar el asteroide con ese nombre . Este astro que se ubica entre Marte y Júpiter es metálico , se piensa que es el núcleo de un asteroide mayor que colisionó con otros dejándolo al descubierto . ( NASA ) https://t.co/j9VGIsa8Df",1,0,0
Poco a poco se ha podido estudiar la distribución de la materia oscura . Empleando lentes gravitacionales se ha descubierto que puede mostrar zonas de mayor densidad : grumos ( cientos de miles menos densos que los halos de materia oscura   galácticos . ( Telescopio espacial Hubble ) https://t.co/WVhrD9I44 M,1,0,1
"Las terapias alternativas tienen cada vez más difusión y cabe preguntarse cuáles son sus características y en qué se diferencian de la medicina científica 🤔 # CómoVes # DeEntrada 

 ¡ Consigue tu revista del mes de octubre en puestos de periódicos ! 🤩 https://t.co/RS8klXJ7Vp",0,0,0
👍 Dos rectas son paralelas si no tienen un punto en común y guardan siempre una misma distancia .,0,0,0
"¡ Empiezan a llegar más imágenes de la Luna tomadas desde la cápsula Orión ! Esta es la cara de la Luna que jamás observaremos desde la Tierra , su "" cara oculta "" . La zona oscura ( izq . ) es el Mare Orientale y el cráter con los rayos prominentes ( der . ) es Jackson . https://t.co/msCLKyzPa4",1,0,1
"Al día siguiente se cortó el suministro de energía remotamente . Afortunadamente , el incendio logró controlarse gracias al trabajo de brigadistas , bomberos , campesinos y voluntarios . No obstante el fuego estuvo a escasos metros de alcanzar el detector principal de HAWC . https://t.co/eZLku3Tx8V",0,0,1
"# Salud | El ritmo de vida que tenemos nos ha llevado a agilizar nuestro consumo de alimentos . Sin embargo , eso generó “ la enfermedad del siglo XXI ” , el sobrepeso y la obesidad . 🍟 
 https://t.co/LTosrDeuep",1,0,0
"También escuchan el agua y pueden dirigir sus raíces hacia ella . Nosotros tenemos en nuestra piel receptores que nos permiten sentir cuando alguien nos toca ¡ las plantas también tienen receptores de tacto ! 

 ¡ Eso es taaaaaan increíble !",0,0,0
"¿ Sabes por qué se celebra hoy el # DíaDePi ? 🤔 

 # DíadelasMatemáticas # MathematicsDay # PiDay https://t.co/fryK5I4kIs",0,0,0
La NASA ya descubrió 4 lagos subterráneos en el Polo Sur de Marte . Serán sitios de estudio futuro para averiguar si todavía hay vida en ese planeta desertificado . ( NASA / JPL ) https://t.co/s6fhYZOM88,1,0,0
"Se están estudiando en gran detalle los microorganismos atmosféricos para tratar de predecir como sería la vida en los planetas extrasolares gaseosos , ahora que se han descubierto miles . ( https://t.co/1awgHbIj8Z ) https://t.co/dNX68djSyt",0,0,0
Reaparición de Júpiter tras ser ocultado por la Luna . https://t.co/HJrhpv0dzA,0,0,0
"Se acerca el 14 de febrero . 
 ¿ Qué es el amor visto desde la ciencia? 🤔 ➡ ️ https://t.co/pBtqbNHMiq https://t.co/L3PmCBquv6",0,0,0
"Escuche / descargue 20/08/21 Vacunas Nasales en Aerosol . El Explicador . Cápsula . en https://t.co/aps3voGOfT Suscríbase al canal . Agradecemos su interés , comentarios , preguntas , apoyo y por compartir . Gracias por su apoyo al https://t.co/7g4bTfgHQm y Patreon .",1,0,0
"# Salud | Se estima que el 90% de la población mexicana es O positiva 🩸 , pero ¿ sabías que actualmente existen 33 sistemas sanguíneos estudiados ? Te decimos por qué 👉 https://t.co/nn5kYyIlf9",0,0,0
Cada uno de los segmentos del espejo primario del Webb se deben desplazar 12.5 mm para estar en posición ; sólo puede ser 1 mm por día debido a la dificultad de la operación . El telescopio que alcanzó el 91% de la distancia que debe recorrer antes de llegar a L2 . ( NASA ) https://t.co/4ZO1JwJB4C,0,0,0
"6/35 
 El aceite y el agua no se mezclan , pero si los revolvemos se forman burbujas de aceites que encierran agua , y justamente esto es una célula , lípidos rodeada por agua y que encierra agua , obviamente no tan simple como lo digo , pues una célula es mucho más complejo que eso . https://t.co/ZgIDmL4Uus",1,1,0
"Los tioles son compuestos orgánicos que tienen azufre y una mala reputación debido a su olor desagradable 

 No te pierdas esta sesión de # CharlasConAutores con el doctor Emilio Lizarraga 

 Consulta nuestro número en el que se encuentra publicado su artículo : https://t.co/VeY9629gPR https://t.co/jSzAvnlYbl",1,0,1
"# UnDíaComoHoy nació Hans Christian Gram , el bacteriólogo danés​ que desarrolló la tinción bacteriana 🔬 🦠 que lleva su nombre , ¿ la has utilizado ? 🧐 

 Te contamos cómo funcionan los microbios en este artículo 👉 https://t.co/oOwueE4vo9 https://t.co/1DiweRUJk6",0,0,0
"Este # 14deFebrero 💗 recuerda que realmente nunca estamos del todo solos . 🦠 

 En la etapa adulta , la tenia o solitaria puede alcanzar un tamaño máximo de 2 a 4 metros de largo . 😮 

 🔬 Conoce más sobre este parásito 👉 https://t.co/WlXeiZYpcU 
 # SanValentín https://t.co/cQ8mgUZIU9",0,0,0
Es posible que se haya ubicado la tumba de Nefertiti gracias a un radar . Estaría a un costado de la de su yerno Tutankamun . ( Khaled Desouki / AFP / Getty ) https://t.co/IUNNNv3jo3,0,0,0
"Pero no es la única causa : se combinan otros factores como los hereditarios . Otros factores de riesgo son no realizar actividad física y tener sobrepeso , además de consumir muchas bebidas azucaradas .",0,0,0
"Maria Sibylla Merian , la primera naturalista en estudiar formalmente el fenómeno de la # metamorfosis 🐛 🦋 ☘ ️ , nació # UnDíaComoHoy . 

 Conoce más sobre las # MujeresenlaCiencia : https://t.co/SoV0FoOcE0 

 # CienciaAMC https://t.co/81D6gYRjWe",0,0,0
"# Tecnología |   Congelar material orgánico para su preservación 🥶 
 https://t.co/DHvFhwSqeR",0,0,0
"¡ Ya se están descubriendo lunas extrasolares ! Por ejemplo el planeta Kepler-1708b , que es más o menos del tamaño de Júpiter posee un satélite del tamaño de Neptuno . ( Universe Today ) https://t.co/IaKyXM2cL5",0,0,0
"# ImagendelDía 📸 | El lago Hillier , ubicado en Australia , tiene un peculiar color rosado que contrasta con el azul profundo del Océano Índico . Este fenómeno se debe a la microalga Dunaliella salina que produce carotenoides , un pigmento rojo . https://t.co/9oTqLgB61R",0,0,0
"En el siglo XVIII resurge la ciencia química a partir de las doctrinas de la antigua Alquimia y de la Iatroquímica . Destaca Marie Lavoisier quien , con su marido Antoine , consiguió la transición hacia la química , ya con principios científicos sistemáticos .",0,0,0
"# ImagendelDía  | Los albatros son una familia de aves marinas de grandes dimensiones que se distribuyen por el océano Antártico , Pacífico y Atlántico Sur . La envergadura de estas aves puede llegar hasta los 3.4 m y pueden vivir hasta 50 años .  https://t.co/4TC6Api5HC",1,0,0
"Modelo de un megalodón de 16 metros de longitud en exhibicion en el "" Museo de la Evolución "" , en Puebla , México . https://t.co/rhuAhWUpm7",0,0,0
